emp_no,first_name,last_name,from_date,title,salary
13385,Claudi,Buchter,1986-06-10,Senior Staff,40000
13386,Khosrow,Sgarro,1986-02-23,Technique Leader,91420
13389,Divine,Cmelik,1988-03-23,Senior Staff,40000
13392,Fumitake,Beidas,1993-08-26,Senior Staff,69221
13396,Chuanyi,Aumann,1994-03-29,Senior Staff,40000
13402,Augustine,Dulli,1999-09-12,Engineer,40000
13405,Randy,Baba,1990-05-10,Senior Staff,60799
13407,Gio,Chenoweth,2001-10-03,Senior Engineer,60348
13408,Sreekrishna,Lagarias,2000-07-24,Senior Engineer,52479
13415,Nathalie,Speer,1991-04-25,Technique Leader,61838
13422,Vishwani,Gerlach,1995-01-17,Senior Engineer,59466
13442,Giordano,Miake,1994-06-16,Senior Staff,40000
13443,Mayuko,Puppo,1996-12-25,Senior Engineer,40000
13445,Renee,Dehkordi,1996-11-29,Engineer,53194
13451,Gretta,Weiland,1995-08-23,Senior Staff,40000
13457,Shooichi,Parfitt,1991-01-18,Senior Engineer,40812
13458,Feipei,Nivat,1995-03-02,Senior Engineer,41375
13463,Theron,Berstel,1993-01-25,Senior Engineer,40000
13465,Sasan,Rehfuss,1999-03-12,Engineer,49821
13493,Uinam,Jullig,1992-09-06,Senior Engineer,40000
13504,Parto,Mandell,1994-12-21,Engineer,41895
13521,Jaewoo,Tasistro,1988-12-16,Engineer,40000
13524,Chaoyi,Porotnikoff,2000-10-27,Senior Staff,52849
13535,Arunas,Schlenzig,2000-05-19,Senior Engineer,40000
13546,Aimee,Brookner,1997-10-26,Senior Engineer,50295
13549,Matk,Koprowski,1997-06-18,Technique Leader,40000
13552,Ingmar,Capobianchi,1993-03-23,Senior Staff,73346
13560,Sibyl,Jeong,1994-07-28,Engineer,40000
13576,Jungsoon,Engberts,2001-08-29,Senior Staff,73022
13578,Tadahiko,Christianini,1994-05-22,Technique Leader,62885
13605,Dmitry,Encarnacion,1991-09-29,Senior Staff,70404
13621,Fei,Haddadi,1995-02-09,Engineer,73192
13624,Zhigen,Yurek,1996-05-11,Senior Staff,40000
13629,Dzung,Trelles,1994-01-03,Senior Engineer,40000
13648,Zejun,Lamba,1985-11-16,Technique Leader,47723
13651,Stamatina,Plesums,1987-09-02,Engineer,62278
13653,Kristen,Iivonen,2000-01-17,Senior Staff,53242
13670,Moti,Takanami,1988-06-30,Senior Engineer,40000
13680,Denny,Speer,1996-02-05,Staff,46968
13684,Elvia,Christ,1985-02-06,Senior Staff,79100
13685,Weicheng,Hockney,1999-11-29,Senior Engineer,48322
13697,Shuichi,Weedon,1985-06-20,Technique Leader,40000
13698,Domenico,Mitchem,1991-03-19,Engineer,57541
13704,Vishu,Kumaresan,1995-10-01,Senior Engineer,40000
13721,Sugwoo,Delgrossi,2001-09-20,Senior Staff,64754
13727,Vitali,Merey,1999-10-07,Staff,50798
13738,Bangqing,Mitchem,1998-06-30,Engineer,48349
13747,Masaru,Capobianchi,1987-03-06,Senior Staff,47752
13766,Tremaine,Heemskerk,1986-08-18,Senior Staff,43748
13768,Sedat,Lovengreen,1986-11-19,Staff,40000
13769,Yakichi,Trogemann,1988-10-18,Senior Staff,61025
13775,Arve,Maierhofer,1994-10-21,Senior Staff,70161
13786,Takushi,Berendt,1995-05-19,Senior Staff,74494
13787,Xiaobin,Sinicrope,1996-10-29,Senior Engineer,40000
13788,Takahira,Furedi,1997-04-03,Assistant Engineer,40000
13792,Valery,Sury,1991-07-27,Senior Staff,59127
13795,Mayuri,Gewali,1986-08-04,Technique Leader,49749
13796,Paloma,Thorelli,1996-01-01,Engineer,50962
13801,Shih,Mayerwieser,1999-05-26,Staff,64182
13809,Kiyotoshi,Basagni,1991-01-12,Senior Staff,43735
13815,Guadalupe,Plotkin,1993-09-09,Senior Engineer,40000
13825,Arlette,Pell,1986-08-02,Technique Leader,54704
13841,Christophe,Spinelli,1992-02-01,Technique Leader,52277
13842,Juichirou,Cichocki,2000-04-20,Senior Staff,40000
13846,Guiseppe,Welham,1985-03-20,Senior Staff,61097
13853,Mingsen,Roohalamini,1991-03-25,Senior Staff,61615
13859,Anoosh,Fujisawa,1992-08-22,Senior Engineer,40000
13883,Kwangyoen,Barreiro,1988-02-23,Senior Engineer,40000
13884,Kensei,Swift,1998-12-21,Engineer,44785
13894,Ult,Schonegge,1995-11-28,Engineer,48958
13904,Youngkon,Cairo,1987-09-03,Senior Engineer,73885
13914,Serge,Albarhamtoshy,1985-08-07,Senior Staff,41526
13916,Vidya,Wynblatt,1995-06-06,Senior Staff,90797
13930,Sukumar,Chartres,1992-11-26,Senior Staff,78867
13934,Shiv,Bratsberg,1990-04-05,Senior Engineer,46507
13942,Elzbieta,Esteva,1997-10-13,Technique Leader,40000
13951,Mooi,Genther,1990-12-28,Senior Staff,82054
13960,Nechama,Hettesheimer,1996-04-06,Senior Staff,43204
13962,Maris,Ghelli,1994-10-26,Senior Engineer,67965
13966,Boguslaw,Cooman,1990-12-26,Senior Staff,40000
13969,Jianwen,Chandrasekhar,1985-05-29,Technique Leader,60392
13979,Turgut,Highland,1995-06-08,Senior Engineer,50381
13986,Geraldo,Ramsey,1985-12-03,Staff,46099
13990,Deborah,Schapiro,1996-06-10,Engineer,52723
13992,Ulises,Kenevan,1994-07-27,Senior Staff,81318
13999,Florian,Crouzet,2000-02-25,Senior Staff,40000
14005,Vojin,Stellhorn,1985-05-10,Technique Leader,40000
14015,Manibrata,Picaronny,1997-08-15,Senior Engineer,63084
14034,Aloys,Seghrouchni,1991-08-26,Senior Staff,69700
14041,Shan,DeMori,1995-12-22,Senior Staff,63235
14045,Ymte,Alpin,1993-12-28,Staff,40000
14067,Godehard,Trachtenberg,2000-02-14,Senior Engineer,44669
14088,Mori,Leslie,1994-11-10,Senior Staff,44821
14102,Feixiong,Jording,1989-04-03,Engineer,48200
14107,Xiahua,Rindone,1999-12-15,Senior Staff,82396
14111,Leszek,Cummings,1999-09-26,Senior Staff,52696
14113,Along,Herber,1985-11-17,Engineer,46841
14118,Kasturi,Anido,1985-04-06,Senior Staff,46248
14139,Sachin,Conry,1995-01-07,Engineer,40000
14167,Adas,Hertweck,1994-12-01,Senior Engineer,40000
14191,Jiann,Luby,1993-01-15,Senior Engineer,40155
14197,Adin,Chachaty,1993-01-20,Senior Staff,52474
14209,Masanao,Kusakabe,1988-04-06,Senior Staff,40000
14220,Tomofumi,Pargas,1987-12-02,Senior Engineer,68017
14224,Guther,Conta,1986-01-30,Staff,40000
14232,Masali,Bojadziev,1999-09-10,Senior Engineer,50568
14236,Xuedong,Angiulli,1988-11-07,Senior Staff,40000
14237,Abdulla,Gerlach,1994-06-13,Senior Engineer,57219
14242,Sudhanshu,Benaini,1992-06-27,Senior Staff,40000
14254,Chikara,Narahara,1994-09-23,Engineer,50266
14257,Kwok,Massonet,1998-02-04,Staff,40000
14275,Tristan,Aseltine,1999-06-30,Senior Staff,94782
14287,Masali,Highland,1998-06-04,Senior Staff,45483
14289,Paraskevi,Gist,1999-03-16,Assistant Engineer,60863
14290,Miyeon,Olivero,1992-03-29,Senior Engineer,78736
14292,Susanna,Vigier,1997-02-18,Senior Staff,41846
14293,Qunsheng,Middleton,1985-05-09,Senior Staff,40000
14298,Chriss,Granlund,2001-01-06,Senior Engineer,40000
14310,Marlo,Leuchs,1987-02-23,Senior Staff,40000
14320,Sreenivas,Schaar,1992-06-29,Senior Engineer,40000
14322,Shem,Kakkad,1999-11-19,Engineer,50363
14323,Golgen,Leslie,1997-08-05,Staff,40000
14340,Vitaly,Wixon,1995-12-19,Senior Engineer,42858
14344,Otilia,Buescher,1988-12-16,Technique Leader,41979
14345,Barry,Ramsey,1985-04-06,Engineer,61910
14354,Mong,Bojadziev,1990-08-28,Senior Staff,40000
14360,Janche,Erbe,1997-08-01,Senior Staff,43476
14372,Saniya,Srimani,1999-12-26,Engineer,57667
14380,Shigeu,Heemskerk,1994-01-29,Senior Staff,47819
14384,Tomofumi,Holburn,1988-02-13,Technique Leader,58260
14422,Toshimo,Gadepally,1990-10-20,Senior Engineer,59001
14434,Elvis,Maginnis,1989-09-21,Technique Leader,40000
14439,Raimond,Woycyznski,1994-11-01,Senior Engineer,80654
14441,Divine,Manders,1987-03-09,Engineer,40000
14460,Yagil,Lueh,1995-01-23,Senior Engineer,56267
14478,Munehiro,Boissier,1992-06-28,Senior Staff,40000
14481,Moti,Lammel,1993-08-24,Senior Engineer,40000
14483,Supot,Marrevee,1986-01-30,Senior Engineer,40000
14486,Indrajit,Birdsall,1999-08-12,Senior Engineer,40000
14498,Xiong,Selenyi,1994-10-17,Senior Staff,40000
14501,Taizo,Kroft,1991-11-20,Technique Leader,63646
14509,Danil,Aloia,2001-12-16,Senior Staff,40000
14513,Samphel,Barreiro,1985-07-28,Senior Staff,83273
14514,Fay,Denny,1988-08-17,Senior Engineer,40000
14515,Kazuhisa,Versino,1996-02-19,Senior Engineer,61645
14516,Kristian,Underwood,1989-04-08,Senior Staff,73262
14518,Patricia,Peir,1996-02-18,Engineer,64238
14522,Chuanyi,Ranta,1990-01-14,Senior Staff,40000
14533,Kensei,Borovoy,1998-04-18,Senior Engineer,48376
14537,Babette,Engelmann,1994-03-17,Senior Engineer,48332
14539,Ashish,Danlos,1998-12-17,Engineer,42975
14552,Ibibia,Snyers,1999-06-13,Senior Engineer,40000
14556,Fatemeh,Zultner,1994-12-26,Engineer,40000
14560,Elrique,Driscoll,1993-05-21,Senior Engineer,62770
14581,Gao,Condotta,1996-06-28,Senior Engineer,59499
14582,Kiyokazu,Morrin,1999-04-08,Senior Engineer,40000
14600,Jayson,Cairo,1988-10-24,Senior Staff,41352
14603,Lech,Marquardt,1993-01-19,Senior Engineer,55369
14607,Suzette,Selvestrel,1994-06-26,Staff,67813
14620,Jianhua,Erev,1993-08-04,Senior Engineer,53303
14621,Souichi,Wixon,1992-01-20,Senior Staff,66404
14632,Gudjon,McClurg,2001-08-01,Senior Engineer,40000
14639,Arvind,Hempstead,1994-11-08,Senior Staff,79405
14640,Toshimori,Kornatzky,1998-05-20,Senior Engineer,42662
14642,Florian,Kuhnemann,1996-06-04,Senior Engineer,54553
14645,Laurentiu,Glinert,1995-05-01,Senior Engineer,45647
14648,IEEE,Lorys,1994-11-16,Senior Staff,89209
14655,Jingling,Segond,1995-06-03,Senior Staff,65742
14659,Sashi,Adachi,1990-03-16,Senior Engineer,40926
14675,Teunis,Angel,1988-09-25,Senior Staff,40000
14677,Herbert,Sifakis,1987-02-12,Senior Engineer,40000
14683,Alois,Basart,1994-12-02,Senior Engineer,41107
14690,Yechezkel,Bellone,1994-02-25,Senior Engineer,40000
14693,Brewster,Stranks,1992-05-04,Senior Staff,59960
14710,Mahmut,Hainaut,1988-09-18,Senior Staff,40341
14713,Terresa,Ballarin,1987-10-11,Technique Leader,58566
14722,Sachin,Jakobus,1991-07-06,Staff,72726
14723,Constantino,Assaf,2002-06-01,Senior Staff,40000
14724,Aron,Lemarechal,1993-09-10,Senior Staff,66530
14774,Gio,Sigstam,1998-07-19,Staff,40000
14780,Marlo,Bruckman,1986-09-19,Senior Engineer,51232
14785,Zhonghua,Kaiser,1988-06-23,Senior Engineer,46936
14793,Stein,Uchoa,1998-01-18,Engineer,47045
14814,Odysseas,Nishimukai,1996-10-26,Senior Staff,40000
14817,Gaurav,Masaki,1997-12-02,Senior Engineer,41203
14821,Oguz,Kilgore,1997-05-25,Engineer,42545
14839,Changho,Cronin,1998-04-24,Senior Engineer,40000
14846,Magy,Joslin,1997-05-02,Senior Engineer,40002
14853,Taiji,Nergos,1993-03-07,Senior Engineer,58311
14854,Angus,Perko,1997-03-12,Senior Staff,48875
14865,Ute,Serra,1986-07-13,Senior Staff,61175
14871,Arnd,Kaiserswerth,1996-03-28,Staff,72116
14877,Arto,Meriste,1996-06-06,Senior Engineer,40000
14879,Anyuan,Sigstam,1993-12-28,Senior Engineer,54322
14888,Temple,Barriga,1986-12-09,Senior Staff,60916
14899,Alejandro,Casley,1991-02-22,Senior Staff,64365
14905,Karsten,Baja,1987-09-14,Engineer,41067
14906,Adil,Parveen,1996-12-10,Senior Staff,54758
14908,Kerhong,Flanders,1997-09-17,Senior Engineer,40000
14909,Mohan,Kamble,1996-12-20,Senior Engineer,40000
14911,Xiaobin,Chelton,1994-04-06,Senior Engineer,62738
14914,Gretta,Benzaken,1999-09-25,Engineer,40000
14915,Huican,Picco,1994-07-03,Engineer,40733
14923,Shuzo,Gyorkos,1985-05-15,Technique Leader,40000
14928,Satoru,Mukaidono,1985-05-17,Senior Staff,53377
14941,Nathan,Lichtner,1994-12-22,Senior Engineer,43608
14942,Heon,Benveniste,1992-11-14,Senior Engineer,40000
14949,Insup,Reinhart,1995-10-08,Senior Engineer,44930
14954,Fox,Magliocco,1988-08-05,Senior Engineer,43510
14955,Boguslaw,Kalefeld,1994-02-03,Engineer,45564
14959,Kerryn,Hiyoshi,1995-10-23,Technique Leader,48289
14966,Zhanqiu,Underwood,1996-04-06,Staff,80123
14971,Fan,Simmen,1991-03-25,Senior Staff,55187
14983,Hyuckchul,Pouyioutas,1996-12-26,Senior Staff,86754
14987,Tiina,Demeyer,1998-07-30,Engineer,40719
14993,Sanjay,Koblitz,1994-04-20,Senior Engineer,45407
15005,Kiam,Sadowsky,1993-05-23,Senior Engineer,50368
15016,Woody,Gulik,1991-10-21,Senior Staff,40000
15018,Ramalingam,Prenel,1999-03-11,Senior Staff,40668
15019,Qingxiang,Shokrollahi,1997-11-02,Senior Engineer,41721
15024,Yurii,Rullman,1999-11-21,Staff,40000
15029,Giordano,Koshino,1996-04-26,Senior Staff,40000
15030,Rasikan,Nourani,1999-04-11,Senior Staff,40000
15036,Ziva,Delgrande,1994-11-04,Senior Engineer,40000
15049,Khun,Waymire,1991-01-17,Senior Staff,40000
15052,Flemming,Kranzdorf,1993-01-27,Senior Engineer,40630
15055,Shrikanth,Sherertz,1997-07-15,Senior Staff,40000
15066,Tomokazu,Oaver,2002-06-29,Senior Engineer,43455
15069,Manton,Siksek,1987-08-05,Technique Leader,40000
15071,Ayonca,Couchot,1996-10-15,Senior Staff,97484
15075,Radoslaw,Rijsenbrij,1992-04-23,Senior Engineer,40000
15077,Toshiki,Taubenfeld,1993-06-25,Senior Engineer,40000
15082,Guadalupe,Zirintsis,1986-04-01,Technique Leader,63024
15087,Chirstian,Ushiama,1997-09-14,Senior Engineer,40000
15089,Giri,Coney,1995-05-14,Senior Engineer,48594
15092,Remmert,Bahi,1986-05-26,Senior Staff,40000
15102,Luigi,Axelband,2000-11-04,Senior Engineer,40374
15105,Sudhanshu,Itzigehl,1994-11-22,Senior Staff,75800
15113,Zhiguo,Giaccio,1988-09-23,Staff,62081
15114,Pantung,Honglei,1998-03-09,Engineer,40000
15133,Kagan,Malinowski,1997-08-12,Engineer,40000
15134,Arun,Luiz,1998-07-23,Senior Staff,62752
15145,Haldon,Servieres,1995-04-20,Senior Engineer,51443
15151,Urs,Pouyioutas,1999-12-30,Senior Staff,61253
15176,Charlene,Sankaranarayanan,1992-11-16,Senior Staff,98401
15193,Neelam,Schach,1989-02-14,Senior Engineer,47039
15196,Souichi,Duclos,2001-07-09,Senior Engineer,55824
15199,Heeju,Bernardinello,1992-10-05,Senior Engineer,49278
15202,Pranay,Irland,1998-07-05,Engineer,40000
15205,Cheong,Rodiger,1993-04-12,Engineer,43795
15208,Sudharsan,Shokrollahi,1994-04-18,Senior Staff,44109
15218,Shuky,Conry,2001-08-10,Senior Staff,44614
15228,Mona,Salvesen,1995-01-17,Senior Staff,40000
15230,Keiichiro,Suessmith,1999-03-17,Senior Engineer,70187
15234,Jouko,Zhiwei,1987-09-03,Senior Engineer,47654
15237,Reinhard,Sadowsky,1995-08-17,Senior Engineer,40000
15243,Mountaz,Famili,2001-09-19,Senior Staff,41015
15248,Edwin,Baar,1997-03-22,Senior Staff,64696
15253,Ayonca,Pardalos,1992-06-06,Senior Engineer,40396
15258,Guther,Karcich,1999-04-11,Engineer,40000
15269,Eric,Reghbati,1993-08-21,Senior Engineer,60930
15271,Shiv,Bernardeschi,1986-12-05,Senior Staff,88026
15278,Adam,Rohrbach,1987-10-29,Staff,40000
15292,Miyeon,Lammel,1995-07-31,Senior Staff,87586
15295,Lobel,Peak,1988-04-25,Engineer,54607
15312,Deniz,Linnainmaa,1996-09-13,Engineer,40508
15324,Ziya,Lunn,2001-03-25,Senior Engineer,40000
15329,Fan,Openshaw,1997-08-16,Engineer,41839
15330,Jaroslava,Chinal,1995-05-31,Senior Staff,53020
15334,Luerbio,Kuzuoka,2000-01-31,Engineer,40000
15337,Masaru,Radivojevic,1997-08-07,Senior Engineer,40000
15343,Chaosheng,Luce,1992-03-12,Senior Engineer,48936
15354,Chikara,Nyrup,1994-10-18,Staff,40782
15365,Mikhail,Schiettecatte,1995-08-11,Senior Engineer,41309
15369,Premal,Penttonen,1999-08-20,Staff,81954
15370,Chuanyi,Nilsson,1993-12-21,Senior Engineer,67631
15372,Nahum,Broder,1994-10-12,Senior Staff,79245
15375,Shuho,Manders,2000-11-02,Senior Staff,65920
15377,Shugo,Aumann,1992-12-18,Senior Engineer,50274
15382,Alassane,Siegrist,1992-12-26,Senior Staff,66083
15386,Genki,Sambasivam,1999-02-01,Staff,77209
15392,Pradeep,Markovitch,1994-07-04,Assistant Engineer,55638
15408,Maik,Penttonen,1996-11-23,Staff,40000
15410,Wilmer,Kushner,1998-09-13,Senior Staff,58123
15412,Huai,Thiria,1992-08-23,Senior Engineer,62190
15438,Constantijn,Munoz,1991-12-24,Senior Staff,43326
15441,Arvind,Weisert,2000-02-06,Senior Staff,40000
15452,Kazuhira,Weedman,1995-05-11,Engineer,40000
15454,Hongzue,Cesareni,1991-02-27,Senior Staff,57571
15470,Weiwu,Huhdanpaa,1996-08-08,Engineer,40693
15474,Gilbert,Plumb,1994-12-04,Senior Staff,90430
15479,Zhenbing,Soicher,1994-01-25,Senior Engineer,40000
15480,Kwok,Trogemann,1999-04-29,Senior Engineer,47645
15504,Kasturi,Alpin,1997-02-06,Engineer,40000
15505,Collette,Mikschl,1993-08-30,Senior Engineer,56848
15510,Inderjeet,Sethi,1994-08-29,Senior Engineer,48661
15511,George,Kowalchuk,1986-04-20,Senior Staff,76880
15518,Uno,Valtorta,1996-10-02,Senior Engineer,55563
15525,Masadi,Cherinka,2001-04-27,Senior Engineer,40000
15534,Guozhong,Grabner,1995-05-06,Senior Staff,63090
15539,Shigeichiro,Spieker,1994-03-02,Senior Staff,47803
15543,Mingdong,Staelin,1988-07-30,Senior Engineer,40000
15545,Masadi,Suri,1985-09-10,Engineer,40000
15548,Sanjai,Caine,1997-05-08,Senior Engineer,48171
15563,Constantino,Zykh,1994-04-08,Senior Staff,56239
15565,True,Muchinsky,1986-12-16,Senior Staff,73532
15566,Baoqiu,Azuma,1988-04-11,Senior Staff,61655
15569,Rosalie,Garnick,1997-07-04,Senior Staff,40000
15600,Mack,Perna,1994-04-26,Senior Engineer,40000
15601,Carrsten,Anily,1994-07-10,Senior Staff,83263
15623,Vishu,Falby,1990-09-23,Senior Engineer,52506
15641,Jaana,Roisin,1998-04-07,Senior Staff,56588
15651,Huan,Iwayama,2001-11-22,Senior Engineer,50313
15656,Mohammad,Schaaf,1996-05-25,Senior Staff,66141
15666,Pintsang,Rothenberg,1998-06-15,Assistant Engineer,40000
15682,Hiroyasu,Przulj,1995-06-21,Senior Engineer,40000
15687,Dekang,Ambroszkiewicz,1996-02-13,Senior Staff,62333
15703,Chenye,Hanratty,1994-12-06,Engineer,40000
15708,Reuven,Kushnir,1995-01-22,Senior Staff,85063
15714,Troy,Bala,2001-03-08,Engineer,40000
15715,Insup,Ibel,1999-09-21,Staff,40000
15726,Zhilian,Parascandalo,2001-08-28,Senior Staff,70522
15728,Jaewon,Nooteboom,1992-05-29,Senior Staff,40000
15739,Poorav,Bahr,1999-03-02,Engineer,54605
15740,Stepehn,Pocchiola,2000-06-03,Senior Staff,57994
15750,Arumugam,Bresenham,2000-11-13,Senior Engineer,40000
15753,Sanjay,Breugel,2000-04-22,Senior Engineer,40000
15762,Kien,Impagliazzo,1991-02-05,Staff,56568
15765,Tonny,Taubenfeld,1998-02-15,Senior Engineer,40000
15767,Baocai,Broomell,1999-06-09,Senior Engineer,40000
15769,Pranay,Oskamp,1999-06-20,Staff,61575
15788,Taegyun,Deyuan,1998-03-13,Senior Engineer,53521
15799,Manton,Gelosh,1995-05-08,Senior Staff,64458
15809,Mingsen,Antonisse,1994-06-07,Senior Staff,50619
15819,Magdalena,Rajcani,1999-08-16,Senior Staff,63847
15821,Aleksander,Antonakopoulos,1997-06-09,Engineer,40000
15846,Bowen,Litecky,1989-03-23,Technique Leader,40000
15861,Gio,Anido,1995-12-20,Senior Staff,50890
15866,Angel,Seiwald,1991-10-03,Senior Engineer,40000
15869,Guoxiang,Bala,2002-01-21,Senior Engineer,40000
15876,Munehiro,Vakili,1999-08-03,Senior Engineer,51140
15877,Yannik,Kroll,1999-08-10,Engineer,40000
15880,Miquel,Dechter,1996-12-02,Technique Leader,40000
15889,Sasan,Azumi,1995-02-03,Senior Engineer,63393
15892,Lunjin,Pettis,1991-09-20,Senior Engineer,60367
15901,Marsja,Fargier,1993-09-22,Senior Engineer,40000
15902,Kazuhide,Stille,1993-03-23,Senior Staff,40000
15905,DeForest,Petersohn,1993-02-11,Senior Engineer,47421
15911,Shaibal,Viele,1998-01-13,Senior Engineer,45602
15912,Piyawadee,Cichocki,1993-06-07,Senior Staff,93126
15920,Sanjit,Laurillard,1988-10-04,Engineer,48494
15934,Kensyu,Shinomoto,1995-08-20,Assistant Engineer,50454
15938,Garnik,Covnot,1997-10-16,Senior Staff,69499
15942,Murthy,Rosca,1991-09-09,Senior Engineer,50486
15943,Yakkov,Demke,2002-02-05,Senior Engineer,40000
15945,Hauke,Larfeldt,2000-11-16,Senior Engineer,57717
15946,Sham,Onuegbe,1995-03-06,Technique Leader,70769
15948,Karoline,Versino,1991-01-14,Senior Engineer,40000
15955,Yuguang,Dratva,1991-03-31,Senior Engineer,45283
15971,Arumugam,Aloia,1988-05-03,Senior Engineer,42963
15977,King,Ballarin,2000-11-02,Senior Staff,44282
15978,Kaijung,Wielonsky,1997-02-25,Engineer,40000
15993,Yoshimitsu,Peir,1988-11-19,Senior Engineer,45611
16000,Marek,Demos,2002-05-05,Senior Engineer,40000
16018,Boutros,Papadias,1992-10-05,Senior Engineer,52560
16019,Chaoyi,Heystek,1990-08-01,Senior Engineer,40000
16025,Doowon,Luce,1994-03-05,Senior Engineer,84433
16028,JiYoung,Takkinen,1995-08-13,Senior Engineer,53714
16033,Wayne,Spelt,1986-09-09,Senior Staff,40000
16052,Maria,Rodham,1997-01-26,Senior Engineer,40000
16066,Marsha,Penn,1993-09-16,Senior Staff,74757
16068,Leandro,Zongker,1992-12-17,Senior Staff,53031
16076,Marko,Ebeling,1997-08-06,Engineer,47061
16077,Kannan,Heemskerk,2001-07-02,Senior Engineer,49020
16086,Mohammad,Denos,1999-04-26,Senior Engineer,42903
16094,Berto,Rosar,1999-07-18,Senior Engineer,40000
16099,Mohan,Ferretti,1990-10-23,Senior Staff,40000
16105,Alper,Tetzlaff,1985-12-31,Senior Staff,55207
16126,Tse,Crabtree,1997-10-10,Staff,68863
16130,Kerryn,Belinskaya,2002-07-26,Engineer,40000
16134,Annemarie,Chaudhuri,1998-03-12,Senior Engineer,40000
16138,Leucio,Krzyzanowski,1994-05-05,Senior Staff,67593
16146,Cathie,Meriste,1994-02-19,Senior Engineer,53931
16154,Monique,Docker,1994-03-12,Technique Leader,40000
16164,Janche,Kinley,1995-01-02,Senior Engineer,67467
16185,Marin,Winter,1987-04-28,Technique Leader,44003
16192,Leandro,Sigstam,1992-05-05,Senior Engineer,40000
16201,Krassimir,Olano,1987-08-13,Technique Leader,53081
16203,Mori,Kulisch,1990-10-16,Engineer,40000
16212,Izaskun,Glinert,1994-03-29,Engineer,40000
16222,Shaz,Thummel,1995-08-29,Engineer,40000
16227,Hitomi,Vural,1993-09-25,Senior Engineer,58619
16229,Ronnie,Lanzelotte,1996-09-17,Senior Staff,40000
16230,Ung,Babu,1996-02-19,Senior Staff,40000
16233,Sushant,Baba,1987-03-24,Senior Staff,54684
16234,Jacopo,Basart,1991-05-14,Senior Staff,40000
16237,Slavian,Leaver,1993-05-14,Senior Engineer,83471
16246,Makato,Masaki,1996-10-10,Engineer,40000
16252,Carrsten,Mattern,1995-07-11,Senior Engineer,64982
16255,Tomokazu,Ohori,1988-12-06,Senior Engineer,40000
16266,Mikhail,Sethi,1985-10-25,Senior Staff,57642
16272,Shuho,Zeleznik,1996-04-15,Senior Engineer,40000
16274,Sadun,Navazio,1994-05-19,Senior Staff,65521
16302,Bedir,Speek,1985-08-10,Engineer,40000
16324,Billie,Bazzichi,1998-05-04,Staff,40000
16331,Giap,Garnham,1991-12-25,Senior Staff,63123
16337,Hironoby,Schaad,1994-11-07,Senior Engineer,40000
16341,Boutros,Fendler,1999-12-08,Senior Staff,40000
16355,Nikolaos,Luca,1992-06-30,Senior Staff,80403
16360,Sham,Jonsson,1995-10-10,Senior Engineer,47148
16364,Yifei,Gini,1994-09-19,Senior Staff,73503
16365,Janalee,Mellouli,1990-04-27,Senior Staff,40000
16373,Narain,Aseltine,1994-11-13,Senior Staff,98832
16377,Duri,Stanger,1993-11-30,Engineer,62147
16380,Zhilian,Chleq,1994-06-01,Senior Staff,42820
16382,Chaoyi,Talmon,1987-05-05,Senior Engineer,66986
